reg,def_func,def_addr,def_instr,use_func,use_addr,use_instr,cross_func,dfi_violation,violation_reason,def_source,indirect_type
rax,test06_callback,0x2702,"lea 0x9ff(%rip),%rax",test06_callback,0x2709,"mov %rax,%rdi",No,OK,,local,-
rax,test06_callback,0x2711,"mov 0x28a8(%rip),%rax",test06_callback,0x2718,"mov %rax,%rdi",No,OK,,local,-
rsp,test06_callback,0x26fe,push %rbp,test06_callback,0x2721,pop %rbp,No,OK,,local,-
rsp,test06_callback,0x26fe,push %rbp,test06_callback,0x2722,ret,No,OK,,local,ret
rbp,<unknown>,0x0,undefined source for rbp,test07_indirect_jump,0x2727,push %rbp,No,OK,,unknown,-
rsp,test07_indirect_jump,0x2727,push %rbp,test07_indirect_jump,0x2728,"mov %rsp,%rbp",No,OK,,local,-
rsp,test07_indirect_jump,0x2727,push %rbp,test07_indirect_jump,0x272b,"sub $0x10,%rsp",No,OK,,local,-
rax,test07_indirect_jump,0x272f,"lea 0x9f2(%rip),%rax",test07_indirect_jump,0x2736,"mov %rax,%rdi",No,OK,,local,-
rax,test07_indirect_jump,0x273e,"mov 0x2853(%rip),%rax",test07_indirect_jump,0x2745,"mov %rax,-0x8(%rbp)",No,OK,,local,-
rbp,test07_indirect_jump,0x2728,"mov %rsp,%rbp",test07_indirect_jump,0x2745,"mov %rax,-0x8(%rbp)",No,OK,,local,-
rbp,test07_indirect_jump,0x2728,"mov %rsp,%rbp",test07_indirect_jump,0x2749,"mov -0x8(%rbp),%rax",No,OK,,local,-
rax,test07_indirect_jump,0x2749,"mov -0x8(%rbp),%rax",test07_indirect_jump,0x274d,call *%rax,No,WARNING,indirect call reg_based target rax L1: defined at 0x2749,local,reg_based
rax,test07_indirect_jump,0x273e,"mov 0x2853(%rip),%rax",test07_indirect_jump,0x274d,call *%rax,No,WARNING,indirect call reg_based target rax L2: defined at 0x273e,local,reg_based
data_segment,test07_indirect_jump,0x273e,← data segment [rip+0x2853],test07_indirect_jump,0x274d,call *%rax,No,WARNING,indirect call reg_based target rax L3: terminal (param) at test07_indirect_jump,synthetic,reg_based
rbp,test07_indirect_jump,0x2728,"mov %rsp,%rbp",test07_indirect_jump,0x2750,leave,No,OK,,local,-
rsp,test07_indirect_jump,0x2750,leave,test07_indirect_jump,0x2751,ret,No,OK,,local,ret
rbp,<unknown>,0x0,undefined source for rbp,test08_with_retval,0x2756,push %rbp,No,OK,,unknown,-
rsp,test08_with_retval,0x2756,push %rbp,test08_with_retval,0x2757,"mov %rsp,%rbp",No,OK,,local,-
